product_name,overall_rating,no_ratings,no_reviews,rating,title,review
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Mind-blowing purchase,"Great laptop. Very good performance, battery life and look and feel. Very happy with my purchase"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Terrific,Superb 😍
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Mind-blowing purchase,Best powerful machine in all aspects
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Mind-blowing purchase,just love how apple is in their own league!!
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Highly recommended,This is the first MacBook I ever have. And I must say no one can match Apple product.
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Brilliant,Product is nice but price droped by 6k after purchasing so feels a bit dispointed.
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Worth every penny,Worth every penny u spend
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Brilliant,Its very good product.
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Terrific purchase,"My first MacBook and also my first laptop. First I thought of buying a windows laptop as macbooks are way more expensive. But during the sale I bought it at 73k which is a steal deal. I am a college student and mainly bought it for coding, streaming videos and movies and also for some editing tasks.

I would like to tell you if you are not a gamer this is one of the best laptops you can have in this price range. Loved the design, the colour, the sound , the display, the battery backup and al...
READ MORE"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Must buy!,"A good power pack laptop to go with,"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Wonderful,"This is my first macbook...was using windows since 3rd grade ...both are different but macOS feels so smooth and optimised.

As soon as I setted it up ... I got one update... offcourse I updated my Mac.

I am loving this product... Especially the screen corners are so thin with least bezels..
Battery life is amazing...used moderately for 1 day.. discharged 50 %"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Excellent,First mac and it works like a beast
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Super!,This is the best in my entire life . Such a human Machine it is and 😀🎉
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Simply awesome,Perfect one for office workers
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Classy product,This is a great device as a personal laptop or work machine. The Full HD camera is a welcome addition. 6 month M365 subscription is free with this machine and that is a good add-on benefit. The small notch around the camera in the top middle of the screen is pretty neatly integrated and does not disturb. The build quality is fantastic and form factor is perfect to hold and operate.
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Highly recommended,"Just got the product, While detailed review will updated after couple of months usage.
From initial usage it's the best laptop i have used in my career"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Wonderful,Very nice
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,4,Delightful,Good for business work
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,4,Wonderful,Good
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Using Mac after being a Windows user for almost 13 years.,"I have been using Windows for the past 13-odd years. Although I am a huge Apple fan and hence decided to buy this machine. I am writing this review after 1 month of usage.

The performance it delivers is just unmatched. On practical usage, it can easily beat the high-end Windows laptops. You are gonna love it from the moment you unbox it and would kinda wanna eat it once it falls in your hands.

The Apple silicon laptops really over-deliver than their on-paper specs. If it fits your budget...
READ MORE"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Great product,Superb
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Simply awesome,Very nice product
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Perfect product!,"This is my first MacBook Air with M2 chip.
Space grey color.
Overall performance is very good.
Battery is Good.
Display is superb.
Finally I owned my Mac.

But I need laptop bag."
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Classy product,"First time i have used macbook after windows and i would say i can't use windows again.beautiful display with amazing sound (specially dolby atmos feature) Performance of laptop is far better than windows top notch model laptops.

Flipkart delivery was worst part in this purchase.I have got this laptop 10 days after placing order and after making so much efforts.But overall i am satisfied with my purchase."
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Terrific,"The MacBook Air M2 is Apple's latest addition to its renowned lineup of ultraportable laptops, and it certainly has a lot to offer. With its sleek design, remarkable M2 chip, and impressive battery life, it's a compelling choice for many users. However, it's not without its downsides.

**Pros:**

1. **Stunning Design:** The MacBook Air M2 maintains the iconic, slim, and lightweight design that Apple is known for. It's an absolute head-turner with its aluminum chassis.

2. **M2 Chip Performanc...
READ MORE"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Highly recommended,Just go for it. Performance and beauty is really amazing. 😻
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Super!,Design and build quality is excellent🤩... Performance is good enough for most users🙃... Handles day to day tasks with ease😉... Battery life is mind benging😅... Overall bang for the buck😎
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,4,Very Good,Nice Experience with mac
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Perfect product!,"Just as expected,Awesome!"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Highly recommended,"I'm reviewing after 2 months, honestly I assure that I have used many laptops but this is the most experience ever. Literally M2's have crucial or beast performance no doubt. It's feel like butter on a hot pan, and I suggest if you purchase M2 you should be go for the starlight colour seriously colour is very unique."
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Must buy!,EXPENSIVE BUT AMAZING! 🤯
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Must buy!,Awesome ✨❤️
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,4,Wonderful,Expected better. Has hinge problem
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Fabulous!,"2 weeks review, product is very optimal in performance, price a bit high but overall product satisfaction is always there when ever u purchase an apple product, would take time to get used to its apps those who r used to working on windows like I am. Good buy 👍"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Brilliant,"Amazing Display, battery and performance is super efficient, best product at a best price with the credit card discount.

Lastly the new Starlight colour just looks 😍 fantastic..."
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,4,Nice product,Well I am a software developer. The laptop heats up really quickly. And once it does the device starts to lag
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Classy product,"Awesome battery backup, performance wise no complaints , slick design and loved the midnight colour.... Although it's a fingerprint magnet

Delivery experience was very good"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Best in the market!,"Best machine
Super slim
Superb battery backup
Superb performance
Superb display
Premium design
Nice packaging
100% genuine
Far better than windows laptp"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Highly recommended,Blindly go for Macbook if your budget allows. No other laptop can provide this quality and premiumness
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Excellent,Prefect product and perfect price. I bought this mac for 78k in big billion days. I have been using this for 3 days now. It is working properly and had no starches. It's perfectly original and the packaging was also good. Really satisfied.
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Awesome,Most powerful laptop out there.
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,4,Good quality product,I ordered Macbook Air - 8GB RAM and 512GB Storage. I am happy with this product. It's expensive but it is valuable product and worth to have it. I am also happy with Flipkart services. I received it within 3 days. I recommended to buy this kind of expensive product from Flipkart as well.
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Best in the market!,"The deep midnight color is striking and adds a touch of elegance. The viewing experience is truly remarkable, providing vivid and immersive visuals. It's suitable for standard video and photo editing tasks. However, for users engaging in intensive video editing, it is advisable to choose the 512GB storage option due to the slower SSD speed of the 256GB model. Overall, considering the features and performance at this price point, it's a compelling deal."
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Classy product,"First time i have purchased a apple macbook and i am fully satisfied with the product, the design and looks of this are insane and just loves the product very much and the midnight colour is awesome, definitely value for money."
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Awesome,Just moved from my old macbook air to M2 air. Overall the laptop is fast and capable of doing all the tasks required. Battery backup is very good. Overall happy with the purchase.
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Terrific purchase,"The product is osm, you can go with this without any hesitation
I am writing the review almost purchasing after 2 months.
Display and design 10/10
Speaker and camera 10/10
Performance and build quality 10/10
Battery backup 10/10 unbelievable

I am very happy to purchase this and using this very smoothly no lagging any type i am work this MacBook almost 15 hours per day office purpose very very nice choice and i am running the coding apps on the mac till now no lagging seen. It is working ve...
READ MORE"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Awesome,"It's my first macbook. It was totally a different feeling to own it. Right from its aesthetic finish look to its performance... All r just amazing. Silver macbook has different royalty and classic touch. The sleek design and light weight makes it to carry wherever and whenever. The M2 chip does the work. The transfers and downloads were way faster. The battery life is fine... Camera is great... Overall, if u really want to shift from windows to MacOS then just go for it. Apart from the cost,...
READ MORE"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Super!,"So beautiful,so elegant,just looking like a wow, starlight colour wow😍"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Perfect product!,"The MacBook Air M2 truly sets a new standard in performance and portability. Powered by the impressive M2 chip, it effortlessly handles demanding tasks while maintaining remarkable speed and efficiency. The sleek design, lightweight build, and vibrant Retina display make it a joy to use on the go. With its exceptional battery life and immersive audio, the MacBook Air M2 offers an unparalleled experience for both work and entertainment. It's a remarkable laptop that perfectly balances power an...
READ MORE"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,3,Fair,Just a hype.
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,4,Delightful,"It's a excellent choice, specially if you are buying it for work, free lancing and to learn new skills, It is great in both performance and battery in this price. Absolutely buy it. Giving it a 4 star as the piece I got has a little tight hinge and it won't open single handedly, which doesn't give a good Impression, and I can't even return it now and have to go apple service centre, But be real everybody doesn't have time to waste a whole day for this problem."
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,4,Very Good,Very good battery 🔋 and performance
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Super!,Good
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Must buy!,"Happy with the delivery; got it early in the same day, although expected was 3 days from the order.

Thought to buy asus oled additionally but it very much matches that quality and punchiness in colors!"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Best in the market!,"Review after 1 week
Performance 10/10
Display 10/10
Easier to use
Light weight like we hold a book in hand 👌
Happy with the product and installation speed as well as top notch on transferring data.
My first Macbook after Windows..."
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Super!,"Shifted from Windows to MacOS after using Windows till date. Takes a little time to get used to the new OS. But oh Boy!
-Its fast, smooth, light weight, super portable and a delight to work with.
- Display is amazing
- Speakers are loud
- No heating issues
- The biggest Highlight is the battery backup - runs well for a good 15-18 hrs on normal work usage
- Keyboard is fantastic, crisp, firm

The only negatives:
- the midnight color is a fingerprint magnet
- port selection is super limited"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Just wow!,Excellent 👌😉
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Classy product,"Best laptop in this price (73K in big billion day Sale)

Pros:
Thinner and lighter
Liquid retina display
Good 1080p webcam
Fastest M2 chip
Long battery life (lasts more than a day)
No fan noise
Smooth Mac OS
Loud and clear audio quality

Features missing in this price range:
Touch screen
Oled display
Atleast 512 gb storage
Refresh rate (atleast 90hz)
Fast charging
Tablet mode"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Perfect product!,"If you need a laptop for parsonal uses , editing, coding, and much more at the best price range,
Not for gaming, if you play smaller game like 200mb the machine gonna too hot 🔥 if you are not a gamer then go for it..."
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Simply awesome,"Very good performance and battery life. Coming from windows some things I like while somethings I hate.
But from the machine perspective value for money. Not for gamers."
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Fabulous!,"Best in class
Display is just awesome crisp images
Sound quality very good
Fast charging also MagSafe
M2 chip best
Starlight colour loved it
Expensive but apple is apple"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Mind-blowing purchase,"The Item is outstanding, But the delivery was delayed due to Ekart Logistics."
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,High Performance Machine !!,"Performance of Mac is much superior as compared to any windows machine. If you are concerned w.r.t productivity and efficiency of your efforts on laptop, choose Macbook.

For my needs, M2 gives most value for money.

CAUTION - Beware of the fact that if you are switching from windows ecosystem, you will need to put spend substantial efforts in first 2-3 weeks to learn Mac commands and shortcuts."
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Must buy!,Best laptop in 67k
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Wonderful,You can go for it without even thinking twice. Definitely worth the price.
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Classy product,"No need to tell it's apple
Good as al"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Just wow!,The macbook is brilliant
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Excellent,Great...
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Perfect product!,"The best product and building quality is superb, no matter for the usage if u r a windows user and planning to buy mac."
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Simply awesome,"This laptop is great and best for Students and programmers.

A lot of people will tell you that you can't install cracked apps but there are lots of options.

The battery is best no laptop comes close to it in terms of battery.

The keyboard and trackpad are the best that I have ever uses in any laptop especially the keyboard that is spot on the backlit is the best among all the laptops.

Coming to performance M2 chip will handle anything you throw at it but to mention M2 chip has slower SSD ...
READ MORE"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Fabulous!,"This MacBook is a fine wine ..
Go for it without any second thought.. 💗♾️🍷"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Perfect product!,"Used for 2 months
Pros:
1.Performance is really good but 8gb ram will not be enough if you're doing video editing
2.Battery life is absolutely amazing
3. This was my first MacOs experience and I can say that Windows is better. There are some things that MacOS does better but it's not enough
4. I've played some games only a few. Not for gaming
5. Display , build, keyboard, touchpad , webcam and speakers are all very good
Cons:
1. It's very expensive just for an additional 256gb or 8gb ram
...
READ MORE"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Fabulous!,Just phenomenal. My words can't describe this machine.
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Must buy!,Loved it❤️
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Brilliant,"Been waiting to buy a macbook since M1 lunch, but finally bought Air M2 because of BBD in Flipkart. I got it at an unbelievable price. But I was a little disappointed with the delivery as it got delivered after 4 days after it came out for delivery.

I think I don't need to talk anything about Macbook Air M2 performance, it's literally awesome and no window laptop can beat it's battery."
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Worth every penny,Totally Satisfied with this powerful machine. ✨
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Worth every penny,"Just one word
Awesome 😊"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,4,Wonderful,"I bought this Mac bcz I wanted to buy a MAC! Using it for last 1 week, initial impression is great. Will update the review in future I get spare time."
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,4,Value-for-money,I have used it for almost a year and my experience was great.
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,4,Worth the money,"Got it in BBD, it's an amazing machine working so good, got a good deal... thanks Flipkart 😎"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,4,Good choice,There is no need to review this product as when it comes to apple it gives you the best and premium feel. Though the MacBook is good the only disadvantage is the storage issue as it doesn't provide greater storage capacity.
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Terrific,Great laptop value for money.
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Perfect product!,"Apple Macbook Air M2 is my first laptop and I don't even need to elaborate on the quality and user friendliness of Apple devices. They always set the bar high when it comes to attention to detail like multiple device integration in the Apple ecosystem. No other company till now has been able to accomplish this feat so efficiently. Everything is so seamless that we are in awe of Apple products. No doubt these are premium and costly devices but we get our money's worth over a long duration of t...
READ MORE"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Fabulous!,"Its a light weight powerful machine which is smooth and has zero lags.
The keypad quality is good.
Midnight black color looks very elegant."
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Excellent,Nice
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Terrific,I bought the product during BBD 2023 at a good offer price. I am a first time mac user and got fascinated with the design and build quality of the Macbook. I feel like and excellent purchase.
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Wonderful,"Good product ,battery backup also good"
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,5,Terrific purchase,"Overall a product that never disappoints. The only thing that u don't like in this black colour is a fingerprint magnet every time you touch it, it gets full of fingerprints."
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,4,Very Good,Premium And good performance
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey)...,4.7,15210,900,3,Good,The hinge is too tight and it will open 10mm automatically after close
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Win...,4.2,5248,272,4,Value-for-money,"Almost good performance, design but touch pad and battery back up not good."
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Win...,4.2,5248,272,5,Must buy!,"Changing the feedback after almost a month. In the start battery didn't even lasted for more than 30 mins. When I complained to HP customer support, they sent their engineer and a new battery was installed without any problem. Now it's working great. Great laptop and also great experience provided by customer service of HP."
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Win...,4.2,5248,272,4,Nice product,Amazing one
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Win...,4.2,5248,272,5,Worth every penny,"If it fits in your budget, then you have to stop searching and go for it. The best delivery from HP Pavilion."
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Win...,4.2,5248,272,5,Classy product,Good for Administrative work
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Win...,4.2,5248,272,5,Wonderful,"I m writing review after using one month.
Very good product from HP and very smooth
Performance I m fully satisfied with this laptop thaks Flipkart for safe delivery"
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Win...,4.2,5248,272,5,Must buy!,"Very good Laptop and value for money. Delivery was very fast, thanks a lot to Flipkart."
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Win...,4.2,5248,272,5,Terrific,The product is stilish and worth of cost
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Win...,4.2,5248,272,5,Awesome,"Nice loptop.
Design is good.
Performance is also good.
Battery pack up is less and needed to improve.
Hp laptop is good for students and coding students.
Value for money.
Satisfied."
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Win...,4.2,5248,272,3,Good,"battery backup very low only 2 to 3 hours
display qulity not good
fan sound very high
over heat issue"
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Win...,4.2,5248,272,5,Fabulous!,Best gift for my daughter value of money
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Win...,4.2,5248,272,4,Very Good,"Amazing product from HP...
Value for Money💰👍."
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Win...,4.2,5248,272,4,Wonderful,"Got at good price of this configuration.
Pros- Very light and slim. Looks nice, sound is awesome.. Processor wise fast, Design looks great.
Cons-Resolution is not satisfactory. Battery gets down very fast.
Overall value for money product. Happy wid it, hope for long lasting service..."
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Win...,4.2,5248,272,5,Mind-blowing purchase,Battery backup need to improve ...rest all stunning performance at this range
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Win...,4.2,5248,272,4,Good quality product,It's a good laptop but I would suggest to go for a latest upgrade in this price range. I got it at 58k.
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Win...,4.2,5248,272,4,Very Good,Cool professional one!!
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Win...,4.2,5248,272,4,Value-for-money,Don't meet my expectations for Battery backup.
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Win...,4.2,5248,272,5,Highly recommended,"Good one as per the price range. You can find other laptops as well with the same pricing and advanced features but HP gives you that brand value and assurance. Go for it, if you are not an extensive user and need a light and stable well built product."
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Win...,4.2,5248,272,5,Fabulous!,Good product for office use. Highly satisfied. It comes with backlit... Very sim
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Win...,4.2,5248,272,5,Great product,GOOD
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Win...,4.2,5248,272,4,Nice product,"Laptop is ok value for money , but battery backup is less and display average"
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Win...,4.2,5248,272,5,Mind-blowing purchase,It was good purchase
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Win...,4.2,5248,272,3,Good,It heats up even with running simple apps. battery drains up quickly. however processor is fast. Design looks good.
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Win...,4.2,5248,272,4,Good quality product,"Initial experience was gud

Will post after 1mnth usage

Got 39990 in BBD"
